ID	Fileset	GCM	Ensemble	iYear	iMonth	iDay	fYear	fMonth	fDay	ncol	res_x	nrow	res_y	has_leap	pr_unit	tas_unit	naming	srad_naming	Notes
32	2	csiro_mk3_6_0	r2i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r2i1p1_19900101-20051231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r2i1p1_185001-200512.nc	NA
33	3	csiro_mk3_6_0	r3i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r3i1p1_19500101-19691231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r3i1p1_185001-200512.nc	NA
34	3	csiro_mk3_6_0	r3i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r3i1p1_19700101-19891231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r3i1p1_185001-200512.nc	NA
35	3	csiro_mk3_6_0	r3i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r3i1p1_19900101-20051231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r3i1p1_185001-200512.nc	NA
36	4	csiro_mk3_6_0	r4i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r4i1p1_19500101-19691231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r4i1p1_185001-200512.nc	NA
37	4	csiro_mk3_6_0	r4i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r4i1p1_19700101-19891231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r4i1p1_185001-200512.nc	NA
38	4	csiro_mk3_6_0	r4i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r4i1p1_19900101-20051231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r4i1p1_185001-200512.nc	NA
39	5	csiro_mk3_6_0	r5i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r5i1p1_19500101-19691231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r5i1p1_185001-200512.nc	NA
40	5	csiro_mk3_6_0	r5i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r5i1p1_19700101-19891231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r5i1p1_185001-200512.nc	NA
41	5	csiro_mk3_6_0	r5i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r5i1p1_19900101-20051231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r5i1p1_185001-200512.nc	NA
42	6	csiro_mk3_6_0	r6i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r6i1p1_19500101-19691231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r6i1p1_185001-200512.nc	NA
43	6	csiro_mk3_6_0	r6i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r6i1p1_19700101-19891231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r6i1p1_185001-200512.nc	NA
44	6	csiro_mk3_6_0	r6i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r6i1p1_19900101-20051231.nc	rsds_Amon_CSIRO-Mk3-6-0_historical_r6i1p1_185001-200512.nc	NA
45	7	csiro_mk3_6_0	r7i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r7i1p1_19500101-19691231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r7i1p1_19500101-19691231.nc	NA
46	7	csiro_mk3_6_0	r7i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r7i1p1_19700101-19891231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r7i1p1_19700101-19891231.nc	NA
47	7	csiro_mk3_6_0	r7i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r7i1p1_19900101-20051231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r7i1p1_19900101-20051231.nc	NA
48	8	csiro_mk3_6_0	r8i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r8i1p1_19500101-19691231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r8i1p1_19500101-19691231.nc	NA
49	8	csiro_mk3_6_0	r8i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r8i1p1_19700101-19891231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r8i1p1_19700101-19891231.nc	NA
50	8	csiro_mk3_6_0	r8i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r8i1p1_19900101-20051231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r8i1p1_19900101-20051231.nc	NA
51	9	csiro_mk3_6_0	r9i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r9i1p1_19500101-19691231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r9i1p1_19500101-19691231.nc	NA
52	9	csiro_mk3_6_0	r9i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r9i1p1_19700101-19891231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r9i1p1_19700101-19891231.nc	NA
53	9	csiro_mk3_6_0	r9i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r9i1p1_19900101-20051231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r9i1p1_19900101-20051231.nc	NA
54	10	csiro_mk3_6_0	r10i1p1	1950	1	1	1969	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r10i1p1_19500101-19691231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r10i1p1_19500101-19691231.nc	NA
55	10	csiro_mk3_6_0	r10i1p1	1970	1	1	1989	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r10i1p1_19700101-19891231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r10i1p1_19700101-19891231.nc	NA
56	10	csiro_mk3_6_0	r10i1p1	1990	1	1	2005	12	31	192	1.875	96	1.875	no	kg m-2 s-1	K	%var%_day_CSIRO-Mk3-6-0_historical_r10i1p1_19900101-20051231.nc	rsds_day_CSIRO-Mk3-6-0_historical_r10i1p1_19900101-20051231.nc	NA
57	1	ichec_ec_earth	r6i1p1	1950	1	1	1974	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_EC-EARTH_historical_r6i1p1_19500101-19741231.nc	NA	NA
58	1	ichec_ec_earth	r6i1p1	1975	1	1	2005	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_EC-EARTH_historical_r6i1p1_19750101-20051231.nc	NA	NA
59	2	ichec_ec_earth	r8i1p1	1950	1	1	1974	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_EC-EARTH_historical_r8i1p1_19500101-19741231.nc	NA	NA
60	2	ichec_ec_earth	r8i1p1	1975	1	1	2005	12	31	320	1.125	160	1.125	yes	kg m-2 s-1	K	%var%_day_EC-EARTH_historical_r8i1p1_19750101-20051231.nc	NA	NA
61	1	inm_inmcm4	r1i1p1	1960	1	1	1969	12	31	180	2	120	1.5	no	kg m-2 s-1	K	%var%_day_inmcm4_historical_r1i1p1_19600101-19691231.nc	rsds_day_inmcm4_historical_r1i1p1_19600101-19691231.nc	NA
62	1	inm_inmcm4	r1i1p1	1970	1	1	1979	12	31	180	2	120	1.5	no	kg m-2 s-1	K	%var%_day_inmcm4_historical_r1i1p1_19700101-19791231.nc	rsds_day_inmcm4_historical_r1i1p1_19700101-19791231.nc	NA
63	1	inm_inmcm4	r1i1p1	1980	1	1	1989	12	31	180	2	120	1.5	no	kg m-2 s-1	K	%var%_day_inmcm4_historical_r1i1p1_19800101-19891231.nc	rsds_day_inmcm4_historical_r1i1p1_19800101-19891231.nc	NA
64	1	inm_inmcm4	r1i1p1	1990	1	1	1999	12	31	180	2	120	1.5	no	kg m-2 s-1	K	%var%_day_inmcm4_historical_r1i1p1_19900101-19991231.nc	rsds_day_inmcm4_historical_r1i1p1_19900101-19991231.nc	NA
65	1	inm_inmcm4	r1i1p1	2000	1	1	2005	12	31	180	2	120	1.5	no	kg m-2 s-1	K	%var%_day_inmcm4_historical_r1i1p1_20000101-20051231.nc	rsds_day_inmcm4_historical_r1i1p1_20000101-20051231.nc	NA
66	1	ipsl_ipsl_cm5a_lr	r1i1p1	1950	1	1	2005	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5A-LR_historical_r1i1p1_19500101-20051231.nc	rsds_cfDay_IPSL-CM5A-LR_historical_r1i1p1_19500101-20051231.nc	NA
67	2	ipsl_ipsl_cm5a_lr	r2i1p1	1950	1	1	1999	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5A-LR_historical_r2i1p1_19500101-19991231.nc	rsds_cfDay_IPSL-CM5A-LR_historical_r2i1p1_19500101-19991231.nc	NA
68	2	ipsl_ipsl_cm5a_lr	r2i1p1	2000	1	1	2005	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5A-LR_historical_r2i1p1_20000101-20051231.nc	rsds_cfDay_IPSL-CM5A-LR_historical_r2i1p1_20000101-20051231.nc	NA
69	3	ipsl_ipsl_cm5a_lr	r3i1p1	1950	1	1	2005	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5A-LR_historical_r3i1p1_19500101-20051231.nc	rsds_cfDay_IPSL-CM5A-LR_historical_r3i1p1_19500101-20051231.nc	NA
70	4	ipsl_ipsl_cm5a_lr	r4i1p1	1950	1	1	1999	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5A-LR_historical_r4i1p1_19500101-19991231.nc	rsds_cfDay_IPSL-CM5A-LR_historical_r4i1p1_19500101-19991231.nc	NA
71	4	ipsl_ipsl_cm5a_lr	r4i1p1	2000	1	1	2005	12	31	96	3.75	96	1.875	no	kg m-2 s-1	K	%var%_day_IPSL-CM5A-LR_historical_r4i1p1_20000101-20051231.nc	rsds_cfDay_IPSL-CM5A-LR_historical_r4i1p1_20000101-20051231.nc	NA
