TYPE,VAR,SCALE,P,SEED
p,tmin,season,99,997
p,tmin,season,99,9954
p,tmin,season,99,9933
p,tmin,season,99,9557
p,tmin,season,99,9544
p,tmin,season,99,9498
p,tmin,season,99,9372
p,tmin,season,99,9367
p,tmin,season,99,9311
p,tmin,season,99,9286
p,tmin,season,99,9269
p,tmin,season,99,9239
p,tmin,season,99,9204
p,tmin,season,99,9191
p,tmin,season,99,9157
p,tmin,season,99,9120
p,tmin,season,99,9057
p,tmin,season,99,8975
p,tmin,season,99,8886
p,tmin,season,99,8859
p,tmin,season,99,8572
p,tmin,season,99,8320
p,tmin,season,99,7865
p,tmin,season,99,7771
p,tmin,season,99,7511
p,tmin,season,99,742
p,tmin,season,99,7355
p,tmin,season,99,7352
p,tmin,season,99,7347
p,tmin,season,99,7292
p,tmin,season,99,7255
p,tmin,season,99,7210
p,tmin,season,99,7173
p,tmin,season,99,7135
p,tmin,season,99,6900
p,tmin,season,99,6827
p,tmin,season,99,6745
p,tmin,season,99,6729
p,tmin,season,99,6460
p,tmin,season,99,6364
p,tmin,season,99,6273
p,tmin,season,99,6242
p,tmin,season,99,6045
p,tmin,season,99,593
p,tmin,season,99,5888
p,tmin,season,99,5797
p,tmin,season,99,5710
p,tmin,season,99,555
p,tmin,season,99,5372
p,tmin,season,99,5351
p,tmin,season,99,5126
p,tmin,season,99,4945
p,tmin,season,99,4900
p,tmin,season,99,4867
p,tmin,season,99,4854
p,tmin,season,99,4822
p,tmin,season,99,459
p,tmin,season,99,4433
p,tmin,season,99,4319
p,tmin,season,99,430
p,tmin,season,99,4152
p,tmin,season,99,3906
p,tmin,season,99,3743
p,tmin,season,99,3680
p,tmin,season,99,3678
p,tmin,season,99,3644
p,tmin,season,99,3489
p,tmin,season,99,3380
p,tmin,season,99,3265
p,tmin,season,99,2812
p,tmin,season,99,2783
p,tmin,season,99,2759
p,tmin,season,99,2712
p,tmin,season,99,2686
p,tmin,season,99,2678
p,tmin,season,99,2620
p,tmin,season,99,2606
p,tmin,season,99,2587
p,tmin,season,99,2462
p,tmin,season,99,2386
p,tmin,season,99,2222
p,tmin,season,99,2121
p,tmin,season,99,2075
p,tmin,season,99,201
p,tmin,season,99,1972
p,tmin,season,99,1957
p,tmin,season,99,1874
p,tmin,season,99,1813
p,tmin,season,99,180
p,tmin,season,99,1789
p,tmin,season,99,1677
p,tmin,season,99,1604
p,tmin,season,99,1511
p,tmin,season,99,1424
p,tmin,season,99,1367
p,tmin,season,99,12
p,tmin,season,99,1139
p,tmin,season,99,1113
p,tmin,season,99,1065
p,tmin,season,99,1056
p,tmin,season,98,997
p,tmin,season,98,9954
p,tmin,season,98,9933
p,tmin,season,98,9557
p,tmin,season,98,9544
p,tmin,season,98,9498
p,tmin,season,98,9372
p,tmin,season,98,9367
p,tmin,season,98,9311
p,tmin,season,98,9286
p,tmin,season,98,9269
p,tmin,season,98,9239
p,tmin,season,98,9204
p,tmin,season,98,9191
p,tmin,season,98,9157
p,tmin,season,98,9120
p,tmin,season,98,9057
p,tmin,season,98,8975
p,tmin,season,98,8886
p,tmin,season,98,8859
p,tmin,season,98,8572
p,tmin,season,98,8320
p,tmin,season,98,7865
p,tmin,season,98,7771
p,tmin,season,98,7511
p,tmin,season,98,742
p,tmin,season,98,7355
p,tmin,season,98,7352
p,tmin,season,98,7347
p,tmin,season,98,7292
p,tmin,season,98,7255
p,tmin,season,98,7210
p,tmin,season,98,7173
p,tmin,season,98,7135
p,tmin,season,98,6900
p,tmin,season,98,6827
p,tmin,season,98,6745
p,tmin,season,98,6729
p,tmin,season,98,6460
p,tmin,season,98,6364
p,tmin,season,98,6273
p,tmin,season,98,6242
p,tmin,season,98,6045
p,tmin,season,98,593
p,tmin,season,98,5888
p,tmin,season,98,5797
p,tmin,season,98,5710
p,tmin,season,98,555
p,tmin,season,98,5372
p,tmin,season,98,5351
p,tmin,season,98,5126
p,tmin,season,98,4945
p,tmin,season,98,4900
p,tmin,season,98,4867
p,tmin,season,98,4854
p,tmin,season,98,4822
p,tmin,season,98,459
p,tmin,season,98,4433
p,tmin,season,98,4319
p,tmin,season,98,430
p,tmin,season,98,4152
p,tmin,season,98,3906
p,tmin,season,98,3743
p,tmin,season,98,3680
p,tmin,season,98,3678
p,tmin,season,98,3644
p,tmin,season,98,3489
p,tmin,season,98,3380
p,tmin,season,98,3265
p,tmin,season,98,2812
p,tmin,season,98,2783
p,tmin,season,98,2759
p,tmin,season,98,2712
p,tmin,season,98,2686
p,tmin,season,98,2678
p,tmin,season,98,2620
p,tmin,season,98,2606
p,tmin,season,98,2587
p,tmin,season,98,2462
p,tmin,season,98,2386
p,tmin,season,98,2222
p,tmin,season,98,2121
p,tmin,season,98,2075
p,tmin,season,98,201
p,tmin,season,98,1972
p,tmin,season,98,1957
p,tmin,season,98,1874
p,tmin,season,98,1813
p,tmin,season,98,180
p,tmin,season,98,1789
p,tmin,season,98,1677
p,tmin,season,98,1604
p,tmin,season,98,1511
p,tmin,season,98,1424
p,tmin,season,98,1367
p,tmin,season,98,12
p,tmin,season,98,1139
p,tmin,season,98,1113
p,tmin,season,98,1065
p,tmin,season,98,1056
p,tmin,season,97,997
p,tmin,season,97,9954
p,tmin,season,97,9933
p,tmin,season,97,9557
p,tmin,season,97,9544
p,tmin,season,97,9498
p,tmin,season,97,9372
p,tmin,season,97,9367
p,tmin,season,97,9311
p,tmin,season,97,9286
p,tmin,season,97,9269
p,tmin,season,97,9239
p,tmin,season,97,9204
p,tmin,season,97,9191
p,tmin,season,97,9157
p,tmin,season,97,9120
p,tmin,season,97,9057
p,tmin,season,97,8975
p,tmin,season,97,8886
p,tmin,season,97,8859
p,tmin,season,97,8572
p,tmin,season,97,8320
p,tmin,season,97,7865
p,tmin,season,97,7771
p,tmin,season,97,7511
p,tmin,season,97,742
p,tmin,season,97,7355
p,tmin,season,97,7352
p,tmin,season,97,7347
p,tmin,season,97,7292
p,tmin,season,97,7255
p,tmin,season,97,7210
p,tmin,season,97,7173
p,tmin,season,97,7135
p,tmin,season,97,6900
p,tmin,season,97,6827
p,tmin,season,97,6745
p,tmin,season,97,6729
p,tmin,season,97,6460
p,tmin,season,97,6364
p,tmin,season,97,6273
p,tmin,season,97,6242
p,tmin,season,97,6045
p,tmin,season,97,593
p,tmin,season,97,5888
p,tmin,season,97,5797
p,tmin,season,97,5710
p,tmin,season,97,555
p,tmin,season,97,5372
p,tmin,season,97,5351
p,tmin,season,97,5126
p,tmin,season,97,4945
p,tmin,season,97,4900
p,tmin,season,97,4867
p,tmin,season,97,4854
p,tmin,season,97,4822
p,tmin,season,97,459
p,tmin,season,97,4433
p,tmin,season,97,4319
p,tmin,season,97,430
p,tmin,season,97,4152
p,tmin,season,97,3906
p,tmin,season,97,3743
p,tmin,season,97,3680
p,tmin,season,97,3678
p,tmin,season,97,3644
p,tmin,season,97,3489
p,tmin,season,97,3380
p,tmin,season,97,3265
p,tmin,season,97,2812
p,tmin,season,97,2783
p,tmin,season,97,2759
p,tmin,season,97,2712
p,tmin,season,97,2686
p,tmin,season,97,2678
p,tmin,season,97,2620
p,tmin,season,97,2606
p,tmin,season,97,2587
p,tmin,season,97,2462
p,tmin,season,97,2386
p,tmin,season,97,2222
p,tmin,season,97,2121
p,tmin,season,97,2075
p,tmin,season,97,201
p,tmin,season,97,1972
p,tmin,season,97,1957
p,tmin,season,97,1874
p,tmin,season,97,1813
p,tmin,season,97,180
p,tmin,season,97,1789
p,tmin,season,97,1677
p,tmin,season,97,1604
p,tmin,season,97,1511
p,tmin,season,97,1424
p,tmin,season,97,1367
p,tmin,season,97,12
p,tmin,season,97,1139
p,tmin,season,97,1113
p,tmin,season,97,1065
p,tmin,season,97,1056
p,tmin,season,96,997
p,tmin,season,96,9954
p,tmin,season,96,9933
p,tmin,season,96,9557
p,tmin,season,96,9544
p,tmin,season,96,9498
p,tmin,season,96,9372
p,tmin,season,96,9367
p,tmin,season,96,9311
p,tmin,season,96,9286
p,tmin,season,96,9269
p,tmin,season,96,9239
p,tmin,season,96,9204
p,tmin,season,96,9191
p,tmin,season,96,9157
p,tmin,season,96,9120
p,tmin,season,96,9057
p,tmin,season,96,8975
p,tmin,season,96,8886
p,tmin,season,96,8859
p,tmin,season,96,8572
p,tmin,season,96,8320
p,tmin,season,96,7865
p,tmin,season,96,7771
p,tmin,season,96,7511
p,tmin,season,96,742
p,tmin,season,96,7355
p,tmin,season,96,7352
p,tmin,season,96,7347
p,tmin,season,96,7292
p,tmin,season,96,7255
p,tmin,season,96,7210
p,tmin,season,96,7173
p,tmin,season,96,7135
p,tmin,season,96,6900
p,tmin,season,96,6827
p,tmin,season,96,6745
p,tmin,season,96,6729
p,tmin,season,96,6460
p,tmin,season,96,6364
p,tmin,season,96,6273
p,tmin,season,96,6242
p,tmin,season,96,6045
p,tmin,season,96,593
p,tmin,season,96,5888
p,tmin,season,96,5797
p,tmin,season,96,5710
p,tmin,season,96,555
p,tmin,season,96,5372
p,tmin,season,96,5351
p,tmin,season,96,5126
p,tmin,season,96,4945
p,tmin,season,96,4900
p,tmin,season,96,4867
p,tmin,season,96,4854
p,tmin,season,96,4822
p,tmin,season,96,459
p,tmin,season,96,4433
p,tmin,season,96,4319
p,tmin,season,96,430
p,tmin,season,96,4152
p,tmin,season,96,3906
p,tmin,season,96,3743
p,tmin,season,96,3680
p,tmin,season,96,3678
p,tmin,season,96,3644
p,tmin,season,96,3489
p,tmin,season,96,3380
p,tmin,season,96,3265
p,tmin,season,96,2812
p,tmin,season,96,2783
p,tmin,season,96,2759
p,tmin,season,96,2712
p,tmin,season,96,2686
p,tmin,season,96,2678
p,tmin,season,96,2620
p,tmin,season,96,2606
p,tmin,season,96,2587
p,tmin,season,96,2462
p,tmin,season,96,2386
p,tmin,season,96,2222
p,tmin,season,96,2121
p,tmin,season,96,2075
p,tmin,season,96,201
p,tmin,season,96,1972
p,tmin,season,96,1957
p,tmin,season,96,1874
p,tmin,season,96,1813
p,tmin,season,96,180
p,tmin,season,96,1789
p,tmin,season,96,1677
p,tmin,season,96,1604
p,tmin,season,96,1511
p,tmin,season,96,1424
p,tmin,season,96,1367
p,tmin,season,96,12
p,tmin,season,96,1139
p,tmin,season,96,1113
p,tmin,season,96,1065
p,tmin,season,96,1056
p,tmin,season,95,997
p,tmin,season,95,9954
p,tmin,season,95,9933
p,tmin,season,95,9557
p,tmin,season,95,9544
p,tmin,season,95,9498
p,tmin,season,95,9372
p,tmin,season,95,9367
p,tmin,season,95,9311
p,tmin,season,95,9286
p,tmin,season,95,9269
p,tmin,season,95,9239
p,tmin,season,95,9204
p,tmin,season,95,9191
p,tmin,season,95,9157
p,tmin,season,95,9120
p,tmin,season,95,9057
p,tmin,season,95,8975
p,tmin,season,95,8886
p,tmin,season,95,8859
p,tmin,season,95,8572
p,tmin,season,95,8320
p,tmin,season,95,7865
p,tmin,season,95,7771
p,tmin,season,95,7511
p,tmin,season,95,742
p,tmin,season,95,7355
p,tmin,season,95,7352
p,tmin,season,95,7347
p,tmin,season,95,7292
p,tmin,season,95,7255
p,tmin,season,95,7210
p,tmin,season,95,7173
p,tmin,season,95,7135
p,tmin,season,95,6900
p,tmin,season,95,6827
p,tmin,season,95,6745
p,tmin,season,95,6729
p,tmin,season,95,6460
p,tmin,season,95,6364
p,tmin,season,95,6273
p,tmin,season,95,6242
p,tmin,season,95,6045
p,tmin,season,95,593
p,tmin,season,95,5888
p,tmin,season,95,5797
p,tmin,season,95,5710
p,tmin,season,95,555
p,tmin,season,95,5372
p,tmin,season,95,5351
p,tmin,season,95,5126
p,tmin,season,95,4945
p,tmin,season,95,4900
p,tmin,season,95,4867
p,tmin,season,95,4854
p,tmin,season,95,4822
p,tmin,season,95,459
p,tmin,season,95,4433
p,tmin,season,95,4319
p,tmin,season,95,430
p,tmin,season,95,4152
p,tmin,season,95,3906
p,tmin,season,95,3743
p,tmin,season,95,3680
p,tmin,season,95,3678
p,tmin,season,95,3644
p,tmin,season,95,3489
p,tmin,season,95,3380
p,tmin,season,95,3265
p,tmin,season,95,2812
