rcp	gcm	ensemble	pr	tas	tasmax	tasmin	hur	rsds	sfcWind
rcp26	bnu_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	bnu_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	bnu_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	bnu_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	bnu_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	bnu_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cccma_canesm2	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cesm1_cam5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_cm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfdl_esm2g	r1i1p1	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	gfld_esm2g	r1i1p1	N/A	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc	N/A
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mohc_hadgem2_es	r1i1p1	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20051201-20991130.nc	20991201-20991230.nc	20051201-20991230.nc	20051201-20991130.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_lr	r1i1p1	20060101-21001231.nc	N/A	N/A	N/A	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-20151231.nc	20060101-21001231.nc	N/A
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20910101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp26	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
