"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"historical","cesm1_fastchem","1.25","0.942408376963351","288","192","-180.625","179.375","-90.4712041884817","90.4712041884817"
"historical","cesm1_waccm","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"historical","cesm1_waccm","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"historical","cmcc_cesm","3.75","3.70889764067502","96","48","-181.875","178.125","-89.0135433762004","89.0135433762004"
"historical","cmcc_cesm","3.75","3.70889764067502","96","48","-181.875","178.125","-89.0135433762004","89.0135433762004"
"historical","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","csiro_mk3_6_0","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","ec_earth","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"historical","ec_earth","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"historical","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"historical","fgoals_g2","2.8125","3.05084745762712","128","60","-181.40625","178.59375","-91.5254237288136","91.5254237288136"
"historical","fgoals_s2","2.8125","1.65850630430418","128","108","-181.40625","178.59375","-89.5593404324255","89.5593404324255"
"historical","fgoals_s2","2.8125","1.65850630430418","128","108","-181.40625","178.59375","-89.5593404324255","89.5593404324255"
"historical","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"historical","fio_esm","2.8125","2.78932698567708","128","64","-181.40625","178.59375","-89.2584635416667","89.2584635416667"
"historical","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"historical","gfdl_cm3","2.5","2","144","90","-180","180","-90","90"
"historical","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"historical","gfdl_esm2g","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"historical","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"historical","gfdl_esm2m","2.5","2.01110970837016","144","90","-180","180","-90.499936876657","90.499936876657"
"historical","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_h","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_h_cc","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_h_cc","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_r","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_r_cc","2.5","2","144","90","-180","180","-90","90"
"historical","giss_e2_r_cc","2.5","2","144","90","-180","180","-90","90"
"historical","hadcm3","3.75","2.5","96","73","-181.875","178.125","-91.25","91.25"
"historical","hadcm3","3.75","2.5","96","73","-181.875","178.125","-91.25","91.25"
"historical","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"historical","hadgem2_ao","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"historical","hadgem2_cc","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"historical","hadgem2_cc","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"historical","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"historical","hadgem2_es","1.875","1.25","192","145","-180.9375","179.0625","-90.625","90.625"
"historical","inmcm4","2","1.5","180","120","-181","179","-90","90"
"historical","inmcm4","2","1.5","180","120","-181","179","-90","90"
"historical","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"historical","ipsl_cm5a_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"historical","ipsl_cm5a_mr","2.5","1.26760563380282","144","143","-181.25","178.75","-90.6338028169014","90.6338028169014"
"historical","ipsl_cm5a_mr","2.5","1.26760563380282","144","143","-181.25","178.75","-90.6338028169014","90.6338028169014"
"historical","ipsl_cm5b_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"historical","ipsl_cm5b_lr","3.75","1.89473684210526","96","96","-181.875","178.125","-90.9473684210526","90.9473684210526"
"historical","miroc4h","0.5625","0.561567959564932","640","320","-180.28125","179.71875","-89.8508735303891","89.8508735303891"
"historical","miroc4h","0.5625","0.561567959564932","640","320","-180.28125","179.71875","-89.8508735303891","89.8508735303891"
"historical","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"historical","miroc5","1.40625","1.40043677720151","256","128","-180.703125","179.296875","-89.6279537408967","89.6279537408967"
"historical","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"historical","miroc_esm","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"historical","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"historical","miroc_esm_chem","2.8125","2.78932694727723","128","64","-181.40625","178.59375","-89.2584623128712","89.2584623128712"
"historical","mpi_esm_lr","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","mpi_esm_lr","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","mpi_esm_mr","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","mpi_esm_mr","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","mpi_esm_p","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","mpi_esm_p","1.875","1.86467718827097","192","96","-180.9375","179.0625","-89.5045050370066","89.5045050370066"
"historical","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"historical","mri_cgcm3","1.125","1.12127698113208","320","160","-180.5625","179.4375","-89.702158490566","89.702158490566"
"historical","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
"historical","noresm1_m","2.5","1.89473684210526","144","96","-181.25","178.75","-90.9473684210526","90.9473684210526"
