TYPE,VAR,SCALE,P,SEED
s,tmax,all,NA,9992
s,tmax,all,NA,9991
s,tmax,all,NA,9985
s,tmax,all,NA,9968
s,tmax,all,NA,9958
s,tmax,all,NA,995
s,tmax,all,NA,9949
s,tmax,all,NA,993
s,tmax,all,NA,9915
s,tmax,all,NA,9910
s,tmax,all,NA,9908
s,tmax,all,NA,99
s,tmax,all,NA,9897
s,tmax,all,NA,9862
s,tmax,all,NA,9859
s,tmax,all,NA,9839
s,tmax,all,NA,9833
s,tmax,all,NA,9825
s,tmax,all,NA,9809
s,tmax,all,NA,9807
s,tmax,all,NA,9806
s,tmax,all,NA,9799
s,tmax,all,NA,9788
s,tmax,all,NA,9785
s,tmax,all,NA,9766
s,tmax,all,NA,975
s,tmax,all,NA,9745
s,tmax,all,NA,9733
s,tmax,all,NA,9726
s,tmax,all,NA,9723
s,tmax,all,NA,9717
s,tmax,all,NA,9707
s,tmax,all,NA,9702
s,tmax,all,NA,9701
s,tmax,all,NA,9693
s,tmax,all,NA,9681
s,tmax,all,NA,968
s,tmax,all,NA,9675
s,tmax,all,NA,9654
s,tmax,all,NA,9641
s,tmax,all,NA,964
s,tmax,all,NA,9636
s,tmax,all,NA,9623
s,tmax,all,NA,9621
s,tmax,all,NA,962
s,tmax,all,NA,9602
s,tmax,all,NA,9601
s,tmax,all,NA,9598
s,tmax,all,NA,9592
s,tmax,all,NA,9572
s,tmax,all,NA,9561
s,tmax,all,NA,9560
s,tmax,all,NA,9556
s,tmax,all,NA,9550
s,tmax,all,NA,9544
s,tmax,all,NA,9543
s,tmax,all,NA,954
s,tmax,all,NA,9533
s,tmax,all,NA,9531
s,tmax,all,NA,9529
s,tmax,all,NA,9512
s,tmax,all,NA,9496
s,tmax,all,NA,9484
s,tmax,all,NA,9478
s,tmax,all,NA,9476
s,tmax,all,NA,9475
s,tmax,all,NA,9473
s,tmax,all,NA,9465
s,tmax,all,NA,9455
s,tmax,all,NA,944
s,tmax,all,NA,9401
s,tmax,all,NA,9399
s,tmax,all,NA,939
s,tmax,all,NA,9386
s,tmax,all,NA,9383
s,tmax,all,NA,9369
s,tmax,all,NA,9361
s,tmax,all,NA,9347
s,tmax,all,NA,9343
s,tmax,all,NA,9328
s,tmax,all,NA,932
s,tmax,all,NA,9307
s,tmax,all,NA,93
s,tmax,all,NA,9298
s,tmax,all,NA,9288
s,tmax,all,NA,927
s,tmax,all,NA,9265
s,tmax,all,NA,9247
s,tmax,all,NA,9221
s,tmax,all,NA,9202
s,tmax,all,NA,9180
s,tmax,all,NA,9167
s,tmax,all,NA,9163
s,tmax,all,NA,9152
s,tmax,all,NA,9145
s,tmax,all,NA,9133
s,tmax,all,NA,9125
s,tmax,all,NA,9116
s,tmax,all,NA,9111
s,tmax,all,NA,9110
s,tmax,all,NA,9100
s,tmax,all,NA,9098
s,tmax,all,NA,9095
s,tmax,all,NA,9087
s,tmax,all,NA,9066
s,tmax,all,NA,9063
s,tmax,all,NA,9062
s,tmax,all,NA,9059
s,tmax,all,NA,9056
s,tmax,all,NA,9048
s,tmax,all,NA,9041
s,tmax,all,NA,9039
s,tmax,all,NA,9027
s,tmax,all,NA,9020
s,tmax,all,NA,901
s,tmax,all,NA,9003
s,tmax,all,NA,9
s,tmax,all,NA,8996
s,tmax,all,NA,8992
s,tmax,all,NA,8981
s,tmax,all,NA,8974
s,tmax,all,NA,8971
s,tmax,all,NA,8966
s,tmax,all,NA,8964
s,tmax,all,NA,8948
s,tmax,all,NA,8943
s,tmax,all,NA,8937
s,tmax,all,NA,893
s,tmax,all,NA,889
s,tmax,all,NA,8885
s,tmax,all,NA,8879
s,tmax,all,NA,8870
s,tmax,all,NA,8849
s,tmax,all,NA,8848
s,tmax,all,NA,8805
s,tmax,all,NA,8801
s,tmax,all,NA,8784
s,tmax,all,NA,8782
s,tmax,all,NA,8780
s,tmax,all,NA,8778
s,tmax,all,NA,8755
s,tmax,all,NA,8753
s,tmax,all,NA,8737
s,tmax,all,NA,8731
s,tmax,all,NA,8723
s,tmax,all,NA,8696
s,tmax,all,NA,8695
s,tmax,all,NA,8653
s,tmax,all,NA,8649
s,tmax,all,NA,8639
s,tmax,all,NA,8633
s,tmax,all,NA,8631
s,tmax,all,NA,8630
s,tmax,all,NA,8607
s,tmax,all,NA,8593
s,tmax,all,NA,8583
s,tmax,all,NA,8581
s,tmax,all,NA,8579
s,tmax,all,NA,8578
s,tmax,all,NA,8559
s,tmax,all,NA,8520
s,tmax,all,NA,8511
s,tmax,all,NA,850
s,tmax,all,NA,85
s,tmax,all,NA,8495
s,tmax,all,NA,8493
s,tmax,all,NA,8457
s,tmax,all,NA,8454
s,tmax,all,NA,8449
s,tmax,all,NA,8441
s,tmax,all,NA,844
s,tmax,all,NA,8438
s,tmax,all,NA,8430
s,tmax,all,NA,8420
s,tmax,all,NA,8411
s,tmax,all,NA,84
s,tmax,all,NA,8399
s,tmax,all,NA,8391
s,tmax,all,NA,838
s,tmax,all,NA,8376
s,tmax,all,NA,8372
s,tmax,all,NA,8366
s,tmax,all,NA,8360
