TYPE,VAR,SCALE,P,SEED
s,tmax,wyear,NA,9992
s,tmax,wyear,NA,9991
s,tmax,wyear,NA,9985
s,tmax,wyear,NA,9968
s,tmax,wyear,NA,9958
s,tmax,wyear,NA,995
s,tmax,wyear,NA,9949
s,tmax,wyear,NA,993
s,tmax,wyear,NA,9915
s,tmax,wyear,NA,9910
s,tmax,wyear,NA,9908
s,tmax,wyear,NA,99
s,tmax,wyear,NA,9897
s,tmax,wyear,NA,9862
s,tmax,wyear,NA,9859
s,tmax,wyear,NA,9839
s,tmax,wyear,NA,9833
s,tmax,wyear,NA,9825
s,tmax,wyear,NA,9809
s,tmax,wyear,NA,9807
s,tmax,wyear,NA,9806
s,tmax,wyear,NA,9799
s,tmax,wyear,NA,9788
s,tmax,wyear,NA,9785
s,tmax,wyear,NA,9766
s,tmax,wyear,NA,975
s,tmax,wyear,NA,9745
s,tmax,wyear,NA,9733
s,tmax,wyear,NA,9726
s,tmax,wyear,NA,9723
s,tmax,wyear,NA,9717
s,tmax,wyear,NA,9707
s,tmax,wyear,NA,9702
s,tmax,wyear,NA,9701
s,tmax,wyear,NA,9693
s,tmax,wyear,NA,9681
s,tmax,wyear,NA,968
s,tmax,wyear,NA,9675
s,tmax,wyear,NA,9654
s,tmax,wyear,NA,9641
s,tmax,wyear,NA,964
s,tmax,wyear,NA,9636
s,tmax,wyear,NA,9623
s,tmax,wyear,NA,9621
s,tmax,wyear,NA,962
s,tmax,wyear,NA,9602
s,tmax,wyear,NA,9601
s,tmax,wyear,NA,9598
s,tmax,wyear,NA,9592
s,tmax,wyear,NA,9572
s,tmax,wyear,NA,9561
s,tmax,wyear,NA,9560
s,tmax,wyear,NA,9556
s,tmax,wyear,NA,9550
s,tmax,wyear,NA,9544
s,tmax,wyear,NA,9543
s,tmax,wyear,NA,954
s,tmax,wyear,NA,9533
s,tmax,wyear,NA,9531
s,tmax,wyear,NA,9529
s,tmax,wyear,NA,9512
s,tmax,wyear,NA,9496
s,tmax,wyear,NA,9484
s,tmax,wyear,NA,9478
s,tmax,wyear,NA,9476
s,tmax,wyear,NA,9475
s,tmax,wyear,NA,9473
s,tmax,wyear,NA,9465
s,tmax,wyear,NA,9455
s,tmax,wyear,NA,944
s,tmax,wyear,NA,9401
s,tmax,wyear,NA,9399
s,tmax,wyear,NA,939
s,tmax,wyear,NA,9386
s,tmax,wyear,NA,9383
s,tmax,wyear,NA,9369
s,tmax,wyear,NA,9361
s,tmax,wyear,NA,9347
s,tmax,wyear,NA,9343
s,tmax,wyear,NA,9328
s,tmax,wyear,NA,932
s,tmax,wyear,NA,9307
s,tmax,wyear,NA,93
s,tmax,wyear,NA,9298
s,tmax,wyear,NA,9288
s,tmax,wyear,NA,927
s,tmax,wyear,NA,9265
s,tmax,wyear,NA,9247
s,tmax,wyear,NA,9221
s,tmax,wyear,NA,9202
s,tmax,wyear,NA,9180
s,tmax,wyear,NA,9167
s,tmax,wyear,NA,9163
s,tmax,wyear,NA,9152
s,tmax,wyear,NA,9145
s,tmax,wyear,NA,9133
s,tmax,wyear,NA,9125
s,tmax,wyear,NA,9116
s,tmax,wyear,NA,9111
s,tmax,wyear,NA,9110
s,tmax,wyear,NA,9100
s,tmax,wyear,NA,9098
s,tmax,wyear,NA,9095
s,tmax,wyear,NA,9087
s,tmax,wyear,NA,9066
s,tmax,wyear,NA,9063
s,tmax,wyear,NA,9062
s,tmax,wyear,NA,9059
s,tmax,wyear,NA,9056
s,tmax,wyear,NA,9048
s,tmax,wyear,NA,9041
s,tmax,wyear,NA,9039
s,tmax,wyear,NA,9027
s,tmax,wyear,NA,9020
s,tmax,wyear,NA,901
s,tmax,wyear,NA,9003
s,tmax,wyear,NA,9
s,tmax,wyear,NA,8996
s,tmax,wyear,NA,8992
s,tmax,wyear,NA,8981
s,tmax,wyear,NA,8974
s,tmax,wyear,NA,8971
s,tmax,wyear,NA,8966
s,tmax,wyear,NA,8964
s,tmax,wyear,NA,8948
s,tmax,wyear,NA,8943
s,tmax,wyear,NA,8937
s,tmax,wyear,NA,893
s,tmax,wyear,NA,889
s,tmax,wyear,NA,8885
s,tmax,wyear,NA,8879
s,tmax,wyear,NA,8870
s,tmax,wyear,NA,8849
s,tmax,wyear,NA,8848
s,tmax,wyear,NA,8805
s,tmax,wyear,NA,8801
s,tmax,wyear,NA,8784
s,tmax,wyear,NA,8782
s,tmax,wyear,NA,8780
s,tmax,wyear,NA,8778
s,tmax,wyear,NA,8755
s,tmax,wyear,NA,8753
s,tmax,wyear,NA,8737
s,tmax,wyear,NA,8731
s,tmax,wyear,NA,8723
s,tmax,wyear,NA,8696
s,tmax,wyear,NA,8695
s,tmax,wyear,NA,8653
s,tmax,wyear,NA,8649
s,tmax,wyear,NA,8639
s,tmax,wyear,NA,8633
s,tmax,wyear,NA,8631
s,tmax,wyear,NA,8630
s,tmax,wyear,NA,8607
s,tmax,wyear,NA,8593
s,tmax,wyear,NA,8583
s,tmax,wyear,NA,8581
s,tmax,wyear,NA,8579
s,tmax,wyear,NA,8578
s,tmax,wyear,NA,8559
s,tmax,wyear,NA,8520
s,tmax,wyear,NA,8511
s,tmax,wyear,NA,850
s,tmax,wyear,NA,85
s,tmax,wyear,NA,8495
s,tmax,wyear,NA,8493
s,tmax,wyear,NA,8457
s,tmax,wyear,NA,8454
s,tmax,wyear,NA,8449
s,tmax,wyear,NA,8441
s,tmax,wyear,NA,844
s,tmax,wyear,NA,8438
s,tmax,wyear,NA,8430
s,tmax,wyear,NA,8420
s,tmax,wyear,NA,8411
s,tmax,wyear,NA,84
s,tmax,wyear,NA,8399
s,tmax,wyear,NA,8391
s,tmax,wyear,NA,838
s,tmax,wyear,NA,8376
s,tmax,wyear,NA,8372
s,tmax,wyear,NA,8366
s,tmax,wyear,NA,8360
s,tmax,wyear,NA,835
s,tmax,wyear,NA,8347
s,tmax,wyear,NA,8338
s,tmax,wyear,NA,8328
s,tmax,wyear,NA,8324
s,tmax,wyear,NA,832
s,tmax,wyear,NA,830
s,tmax,wyear,NA,83
s,tmax,wyear,NA,8297
s,tmax,wyear,NA,8289
s,tmax,wyear,NA,8255
s,tmax,wyear,NA,8252
s,tmax,wyear,NA,8242
s,tmax,wyear,NA,824
s,tmax,wyear,NA,8230
s,tmax,wyear,NA,8198
s,tmax,wyear,NA,8183
s,tmax,wyear,NA,8181
s,tmax,wyear,NA,8170
s,tmax,wyear,NA,8148
s,tmax,wyear,NA,8140
s,tmax,wyear,NA,8105
s,tmax,wyear,NA,8086
s,tmax,wyear,NA,8080
s,tmax,wyear,NA,8077
s,tmax,wyear,NA,8064
s,tmax,wyear,NA,8058
s,tmax,wyear,NA,8055
s,tmax,wyear,NA,8046
s,tmax,wyear,NA,8040
s,tmax,wyear,NA,8012
s,tmax,wyear,NA,8002
s,tmax,wyear,NA,800
s,tmax,wyear,NA,799
s,tmax,wyear,NA,7981
s,tmax,wyear,NA,7973
s,tmax,wyear,NA,7960
s,tmax,wyear,NA,7948
s,tmax,wyear,NA,7945
s,tmax,wyear,NA,7906
s,tmax,wyear,NA,7891
