TYPE,VAR,SCALE,P,SEED
s,prec,years,NA,998
s,prec,years,NA,9979
s,prec,years,NA,9966
s,prec,years,NA,9952
s,prec,years,NA,9946
s,prec,years,NA,9935
s,prec,years,NA,9924
s,prec,years,NA,9917
s,prec,years,NA,9914
s,prec,years,NA,9909
s,prec,years,NA,9874
s,prec,years,NA,9862
s,prec,years,NA,9860
s,prec,years,NA,9846
s,prec,years,NA,9826
s,prec,years,NA,9818
s,prec,years,NA,9794
s,prec,years,NA,9787
s,prec,years,NA,9784
s,prec,years,NA,9782
s,prec,years,NA,9756
s,prec,years,NA,9735
s,prec,years,NA,9730
s,prec,years,NA,9724
s,prec,years,NA,9696
s,prec,years,NA,9689
s,prec,years,NA,9688
s,prec,years,NA,9678
s,prec,years,NA,9676
s,prec,years,NA,9661
s,prec,years,NA,9650
s,prec,years,NA,9640
s,prec,years,NA,9639
s,prec,years,NA,9634
s,prec,years,NA,9633
s,prec,years,NA,9618
s,prec,years,NA,9616
s,prec,years,NA,9613
s,prec,years,NA,9603
s,prec,years,NA,9589
s,prec,years,NA,9560
s,prec,years,NA,956
s,prec,years,NA,9554
s,prec,years,NA,9548
s,prec,years,NA,9544
s,prec,years,NA,954
s,prec,years,NA,9525
s,prec,years,NA,9523
s,prec,years,NA,9511
s,prec,years,NA,9499
s,prec,years,NA,9495
s,prec,years,NA,949
s,prec,years,NA,9465
s,prec,years,NA,9441
s,prec,years,NA,9433
s,prec,years,NA,9431
s,prec,years,NA,943
s,prec,years,NA,9424
s,prec,years,NA,9415
s,prec,years,NA,9414
s,prec,years,NA,9410
s,prec,years,NA,940
s,prec,years,NA,9399
s,prec,years,NA,9395
s,prec,years,NA,9393
s,prec,years,NA,9381
s,prec,years,NA,9378
s,prec,years,NA,9369
s,prec,years,NA,9367
s,prec,years,NA,9365
s,prec,years,NA,9364
s,prec,years,NA,9363
s,prec,years,NA,9361
s,prec,years,NA,9354
s,prec,years,NA,9348
s,prec,years,NA,9346
s,prec,years,NA,9337
s,prec,years,NA,9335
s,prec,years,NA,9329
s,prec,years,NA,9325
s,prec,years,NA,9317
s,prec,years,NA,9304
s,prec,years,NA,9302
s,prec,years,NA,9296
s,prec,years,NA,9289
s,prec,years,NA,9284
s,prec,years,NA,9273
s,prec,years,NA,9252
s,prec,years,NA,9250
s,prec,years,NA,9241
s,prec,years,NA,9208
s,prec,years,NA,9205
s,prec,years,NA,9201
s,prec,years,NA,920
s,prec,years,NA,9199
s,prec,years,NA,9196
s,prec,years,NA,9189
s,prec,years,NA,9185
s,prec,years,NA,9178
s,prec,years,NA,9174
s,prec,years,NA,9167
s,prec,years,NA,9155
s,prec,years,NA,9154
s,prec,years,NA,9137
s,prec,years,NA,9130
s,prec,years,NA,9122
s,prec,years,NA,9110
s,prec,years,NA,9076
s,prec,years,NA,9075
s,prec,years,NA,907
s,prec,years,NA,9068
s,prec,years,NA,9064
s,prec,years,NA,9063
s,prec,years,NA,905
s,prec,years,NA,9048
s,prec,years,NA,9041
s,prec,years,NA,9035
s,prec,years,NA,9023
s,prec,years,NA,902
s,prec,years,NA,9019
s,prec,years,NA,9012
s,prec,years,NA,901
s,prec,years,NA,9007
s,prec,years,NA,9000
s,prec,years,NA,899
s,prec,years,NA,8989
s,prec,years,NA,8977
s,prec,years,NA,8963
s,prec,years,NA,8952
s,prec,years,NA,893
s,prec,years,NA,8927
s,prec,years,NA,8921
s,prec,years,NA,8916
s,prec,years,NA,8911
s,prec,years,NA,8901
s,prec,years,NA,8899
s,prec,years,NA,8868
s,prec,years,NA,8865
s,prec,years,NA,8863
s,prec,years,NA,8861
s,prec,years,NA,8860
s,prec,years,NA,8854
s,prec,years,NA,885
s,prec,years,NA,8848
s,prec,years,NA,8847
s,prec,years,NA,8837
s,prec,years,NA,8829
s,prec,years,NA,8825
s,prec,years,NA,8820
s,prec,years,NA,8810
s,prec,years,NA,8807
s,prec,years,NA,8804
s,prec,years,NA,8792
s,prec,years,NA,8791
s,prec,years,NA,8781
s,prec,years,NA,8779
s,prec,years,NA,8766
s,prec,years,NA,8745
s,prec,years,NA,8736
s,prec,years,NA,8734
s,prec,years,NA,8727
s,prec,years,NA,8721
s,prec,years,NA,8706
s,prec,years,NA,8700
s,prec,years,NA,8691
s,prec,years,NA,8688
s,prec,years,NA,8678
s,prec,years,NA,8675
s,prec,years,NA,8667
s,prec,years,NA,8664
s,prec,years,NA,8661
s,prec,years,NA,8643
s,prec,years,NA,8633
s,prec,years,NA,8632
s,prec,years,NA,8592
s,prec,years,NA,8586
s,prec,years,NA,857
s,prec,years,NA,8569
s,prec,years,NA,8566
s,prec,years,NA,8560
s,prec,years,NA,8543
s,prec,years,NA,8487
s,prec,years,NA,8480
s,prec,years,NA,8477
s,prec,years,NA,8470
s,prec,years,NA,8465
s,prec,years,NA,8464
s,prec,years,NA,8458
s,prec,years,NA,8453
s,prec,years,NA,8450
s,prec,years,NA,844
s,prec,years,NA,8430
s,prec,years,NA,8429
s,prec,years,NA,8425
s,prec,years,NA,8424
s,prec,years,NA,8421
s,prec,years,NA,8403
s,prec,years,NA,8400
s,prec,years,NA,8395
s,prec,years,NA,8388
s,prec,years,NA,8383
s,prec,years,NA,8377
s,prec,years,NA,8368
s,prec,years,NA,8366
s,prec,years,NA,8364
s,prec,years,NA,8347
s,prec,years,NA,8309
s,prec,years,NA,8302
s,prec,years,NA,8294
s,prec,years,NA,8286
