TYPE,VAR,SCALE,P,SEED
s,tmin,years,NA,9992
s,tmin,years,NA,9991
s,tmin,years,NA,9985
s,tmin,years,NA,9968
s,tmin,years,NA,9958
s,tmin,years,NA,995
s,tmin,years,NA,9949
s,tmin,years,NA,993
s,tmin,years,NA,9915
s,tmin,years,NA,9910
s,tmin,years,NA,9908
s,tmin,years,NA,99
s,tmin,years,NA,9897
s,tmin,years,NA,9862
s,tmin,years,NA,9859
s,tmin,years,NA,9839
s,tmin,years,NA,9833
s,tmin,years,NA,9825
s,tmin,years,NA,9809
s,tmin,years,NA,9807
s,tmin,years,NA,9806
s,tmin,years,NA,9799
s,tmin,years,NA,9788
s,tmin,years,NA,9785
s,tmin,years,NA,9766
s,tmin,years,NA,975
s,tmin,years,NA,9745
s,tmin,years,NA,9733
s,tmin,years,NA,9726
s,tmin,years,NA,9723
s,tmin,years,NA,9717
s,tmin,years,NA,9707
s,tmin,years,NA,9702
s,tmin,years,NA,9701
s,tmin,years,NA,9693
s,tmin,years,NA,9681
s,tmin,years,NA,968
s,tmin,years,NA,9675
s,tmin,years,NA,9654
s,tmin,years,NA,9641
s,tmin,years,NA,964
s,tmin,years,NA,9636
s,tmin,years,NA,9623
s,tmin,years,NA,9621
s,tmin,years,NA,962
s,tmin,years,NA,9602
s,tmin,years,NA,9601
s,tmin,years,NA,9598
s,tmin,years,NA,9592
s,tmin,years,NA,9572
s,tmin,years,NA,9561
s,tmin,years,NA,9560
s,tmin,years,NA,9556
s,tmin,years,NA,9550
s,tmin,years,NA,9544
s,tmin,years,NA,9543
s,tmin,years,NA,954
s,tmin,years,NA,9533
s,tmin,years,NA,9531
s,tmin,years,NA,9529
s,tmin,years,NA,9512
s,tmin,years,NA,9496
s,tmin,years,NA,9484
s,tmin,years,NA,9478
s,tmin,years,NA,9476
s,tmin,years,NA,9475
s,tmin,years,NA,9473
s,tmin,years,NA,9465
s,tmin,years,NA,9455
s,tmin,years,NA,944
s,tmin,years,NA,9401
s,tmin,years,NA,9399
s,tmin,years,NA,939
s,tmin,years,NA,9386
s,tmin,years,NA,9383
s,tmin,years,NA,9369
s,tmin,years,NA,9361
s,tmin,years,NA,9347
s,tmin,years,NA,9343
s,tmin,years,NA,9328
s,tmin,years,NA,932
s,tmin,years,NA,9307
s,tmin,years,NA,93
s,tmin,years,NA,9298
s,tmin,years,NA,9288
s,tmin,years,NA,927
s,tmin,years,NA,9265
s,tmin,years,NA,9247
s,tmin,years,NA,9221
s,tmin,years,NA,9202
s,tmin,years,NA,9180
s,tmin,years,NA,9167
s,tmin,years,NA,9163
s,tmin,years,NA,9152
s,tmin,years,NA,9145
s,tmin,years,NA,9133
s,tmin,years,NA,9125
s,tmin,years,NA,9116
s,tmin,years,NA,9111
s,tmin,years,NA,9110
s,tmin,years,NA,9100
s,tmin,years,NA,9098
s,tmin,years,NA,9095
s,tmin,years,NA,9087
s,tmin,years,NA,9066
s,tmin,years,NA,9063
s,tmin,years,NA,9062
s,tmin,years,NA,9059
s,tmin,years,NA,9056
s,tmin,years,NA,9048
s,tmin,years,NA,9041
s,tmin,years,NA,9039
s,tmin,years,NA,9027
s,tmin,years,NA,9020
s,tmin,years,NA,901
s,tmin,years,NA,9003
s,tmin,years,NA,9
s,tmin,years,NA,8996
s,tmin,years,NA,8992
s,tmin,years,NA,8981
s,tmin,years,NA,8974
s,tmin,years,NA,8971
s,tmin,years,NA,8966
s,tmin,years,NA,8964
s,tmin,years,NA,8948
s,tmin,years,NA,8943
s,tmin,years,NA,8937
s,tmin,years,NA,893
s,tmin,years,NA,889
s,tmin,years,NA,8885
s,tmin,years,NA,8879
s,tmin,years,NA,8870
s,tmin,years,NA,8849
s,tmin,years,NA,8848
s,tmin,years,NA,8805
s,tmin,years,NA,8801
s,tmin,years,NA,8784
s,tmin,years,NA,8782
s,tmin,years,NA,8780
s,tmin,years,NA,8778
s,tmin,years,NA,8755
s,tmin,years,NA,8753
s,tmin,years,NA,8737
s,tmin,years,NA,8731
